,index,Unnamed: 0,FIPS,both_gender_resp_mort,cause_id,cause_name,female_resp_mort,location_id,male_resp_mort,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
9557,737,tennessee_houston,47083.0,63.073616927482995,508,Chronic respiratory diseases,36.682571928983606,3030,104.445316008034,1993,365,0.7232876712328767,0.13424657534246576,0.09863013698630137,0.04383561643835617,0.0,0.0,200,115,26,0.0,0.0,0.0,1.0,0.0,0.0
9562,742,tennessee_madison,47113.0,48.589132357508,508,Chronic respiratory diseases,33.0771459079197,3067,76.8697016173083,1993,233,0.7725321888412017,0.184549356223176,0.03862660944206009,0.004291845493562232,0.0,0.0,179,77,37,0.0,0.2618025751072961,0.4549356223175965,0.030042918454935626,0.0,0.2532188841201717
9563,743,tennessee_marshall,47117.0,49.57254608872361,508,Chronic respiratory diseases,31.2082416248043,3070,81.9202424961397,1993,203,0.8029556650246306,0.1724137931034483,0.019704433497536943,0.0049261083743842365,0.0,0.0,156,71,36,0.0,0.0,1.0,0.0,0.0,0.0
9565,745,tennessee_montgomery,47125.0,57.29811859076679,508,Chronic respiratory diseases,39.777507714155,3003,88.0424057986972,1993,351,0.6923076923076923,0.15669515669515668,0.1282051282051282,0.022792022792022797,0.0,0.0,200,105,33,0.0,0.0,0.0,1.0,0.0,0.0
9566,746,tennessee_polk,47139.0,55.2486901154356,508,Chronic respiratory diseases,32.195718415385606,3094,94.02208818863261,1993,364,0.8736263736263736,0.0989010989010989,0.027472527472527472,0.0,0.0,0.0,140,55,21,0.0,0.0,0.0,1.0,0.0,0.0
9568,748,tennessee_rutherford,47149.0,50.455141714698804,508,Chronic respiratory diseases,33.171265510962,3048,79.20348730250241,1993,211,0.6824644549763034,0.2748815165876777,0.04265402843601896,0.0,0.0,0.0,136,87,44,0.0,0.0,0.924170616113744,0.07582938388625593,0.0,0.0
9571,751,tennessee_stewart,47161.0,58.34116694908361,508,Chronic respiratory diseases,34.2226484685269,3000,95.1235376731505,1993,363,0.7603305785123967,0.12396694214876032,0.11294765840220385,0.0027548209366391185,0.0,0.0,195,104,19,0.0,0.0,0.0,1.0,0.0,0.0
9572,752,tennessee_sullivan,47163.0,54.348592038078095,508,Chronic respiratory diseases,37.2539833685489,3007,85.4994758198406,1993,362,0.3287292817679558,0.36464088397790057,0.27624309392265195,0.03038674033149171,0.0,0.0,200,128,69,0.052486187845303865,0.0580110497237569,0.3093922651933701,0.5580110497237569,0.0,0.022099447513812157
9574,754,tennessee_union,47173.0,62.0859585466372,508,Chronic respiratory diseases,38.61229291792829,3025,100.623909990465,1993,58,0.9827586206896552,0.017241379310344827,0.0,0.0,0.0,0.0,51,44,26,0.0,0.0,0.0,0.0,0.0,1.0
9575,755,tennessee_williamson,47187.0,47.993808195227786,508,Chronic respiratory diseases,35.987728940813,3051,68.5700037105347,1993,213,0.5821596244131455,0.3145539906103286,0.09389671361502347,0.009389671361502348,0.0,0.0,179,101,47,0.0,0.014084507042253518,0.9154929577464788,0.07042253521126761,0.0,0.0
9579,759,texas_brazoria,48039.0,52.2276183254929,508,Chronic respiratory diseases,36.99122863246609,3314,77.5922828444873,1993,340,0.7764705882352941,0.12352941176470587,0.08235294117647059,0.014705882352941175,0.0029411764705882357,0.0,212,101,36,0.0,0.0,1.0,0.0,0.0,0.0
9582,762,texas_carson,48065.0,59.333041601806,508,Chronic respiratory diseases,38.581292298179,3106,90.7598638132748,1993,62,0.9838709677419356,0.016129032258064516,0.0,0.0,0.0,0.0,58,28,18,0.0,0.0,0.0,0.0,0.0,1.0
9588,768,texas_el paso,48141.0,48.4394766783675,508,Chronic respiratory diseases,35.9563542519898,3228,68.5778702058342,1993,365,0.2410958904109589,0.3643835616438356,0.3205479452054795,0.07397260273972603,0.0,0.0,200,143,84,0.0547945205479452,0.22465753424657534,0.19726027397260276,0.5095890410958904,0.0,0.0136986301369863
9595,775,texas_nueces,48355.0,48.174232473402796,508,Chronic respiratory diseases,36.7599516484386,3339,66.9657405313048,1993,365,0.7342465753424657,0.19452054794520549,0.06027397260273973,0.010958904109589041,0.0,0.0,197,84,38,0.0,0.0,0.7698630136986301,0.1780821917808219,0.0,0.052054794520547946
9601,781,texas_victoria,48469.0,43.1487771925663,508,Chronic respiratory diseases,33.2028582031679,3322,59.85517987726911,1993,326,0.8588957055214724,0.11349693251533742,0.018404907975460124,0.009202453987730062,0.0,0.0,161,61,32,0.0,0.0,1.0,0.0,0.0,0.0
9602,782,texas_webb,48479.0,33.7097467637159,508,Chronic respiratory diseases,22.260723735770107,3334,53.284369995110104,1993,57,0.9473684210526316,0.05263157894736842,0.0,0.0,0.0,0.0,53,46,26,0.0,0.0,0.0,0.0,0.0,1.0
9608,788,utah_salt lake,49035.0,44.3422917839878,508,Chronic respiratory diseases,30.1520724970791,3358,66.9606895701577,1993,365,0.1780821917808219,0.4547945205479452,0.3095890410958904,0.05753424657534247,0.0,0.0,200,133,80,0.0,0.16712328767123288,0.11506849315068493,0.6246575342465753,0.0,0.09315068493150687
9612,792,utah_weber,49057.0,48.09979615472179,508,Chronic respiratory diseases,32.0001695620361,3352,72.86203061164059,1993,355,0.6647887323943662,0.30985915492957744,0.02253521126760564,0.002816901408450705,0.0,0.0,161,74,46,0.07887323943661972,0.323943661971831,0.4028169014084507,0.0,0.0,0.19436619718309855
9614,794,vermont_chittenden,50007.0,48.6105339129261,508,Chronic respiratory diseases,36.753191817337104,3384,72.36181616572229,1993,365,0.8575342465753425,0.1178082191780822,0.019178082191780826,0.0054794520547945215,0.0,0.0,159,60,34,0.07397260273972603,0.3808219178082192,0.5150684931506849,0.01643835616438356,0.0027397260273972607,0.010958904109589041
9621,801,virginia_campbell,51031.0,45.3283131572241,508,Chronic respiratory diseases,29.4667012030243,3467,69.71016082950929,1993,61,0.9836065573770492,0.016393442622950817,0.0,0.0,0.0,0.0,55,31,17,0.0,0.0,0.0,0.0,0.0,1.0
9623,803,virginia_carroll,51035.0,51.9002223946575,508,Chronic respiratory diseases,29.230129856069198,3507,88.59510408029949,1993,59,0.9491525423728814,0.05084745762711865,0.0,0.0,0.0,0.0,58,44,20,0.0,0.0,0.0,0.0,0.0,1.0
9624,804,virginia_chesterfield,51041.0,48.7447239058414,508,Chronic respiratory diseases,37.82732473928621,3457,68.97038437735421,1993,238,0.4789915966386555,0.3235294117647059,0.15546218487394958,0.03361344537815126,0.008403361344537815,0.0,204,122,51,0.0,0.0,0.8907563025210085,0.0,0.0,0.1092436974789916
9629,809,virginia_hanover,51085.0,49.7996483258675,508,Chronic respiratory diseases,37.351312772519,3435,72.78095003959709,1993,212,0.3962264150943397,0.3207547169811321,0.21226415094339626,0.07075471698113207,0.0,0.0,200,143,67,0.0,0.0,1.0,0.0,0.0,0.0
9631,811,virginia_isle of wight,51093.0,48.0548737216835,508,Chronic respiratory diseases,32.7353607829858,3493,76.51634012802059,1993,28,0.9642857142857144,0.03571428571428571,0.0,0.0,0.0,0.0,51,39,21,0.0,0.0,0.0,0.0,0.0,1.0
9644,824,washington_asotin,53003.0,51.439894204143705,508,Chronic respiratory diseases,42.176155888012296,3559,67.5649370956962,1993,61,0.8688524590163934,0.13114754098360654,0.0,0.0,0.0,0.0,97,57,26,0.0,0.0,0.0,0.0,0.0,1.0
9645,825,washington_benton,53005.0,56.712085974947996,508,Chronic respiratory diseases,43.7315373759766,3555,77.5245143822559,1993,326,0.9386503067484664,0.05521472392638037,0.003067484662576687,0.0,0.0,0.0,1062,44,21,0.0,0.0,0.0,0.0,0.0,1.0
9646,826,washington_chelan,53007.0,50.7021468764635,508,Chronic respiratory diseases,38.5793123227528,3533,70.370632452256,1993,48,0.9791666666666666,0.02083333333333333,0.0,0.0,0.0,0.0,54,41,21,0.0,0.0,0.0,0.0,0.0,1.0
9652,832,washington_kitsap,53035.0,54.465615259177895,508,Chronic respiratory diseases,43.2837566159733,3542,73.5759285425927,1993,61,0.9508196721311476,0.049180327868852465,0.0,0.0,0.0,0.0,54,44,16,0.0,0.0,0.0,0.0,0.0,1.0
9653,833,washington_kittitas,53037.0,53.0326220351159,508,Chronic respiratory diseases,38.0133513038718,3545,76.33627819574251,1993,48,0.9375,0.0625,0.0,0.0,0.0,0.0,55,45,21,0.0,0.0,0.0,0.0,1.0,0.0
9655,835,washington_pierce,53053.0,61.2317229618131,508,Chronic respiratory diseases,49.174688787928496,3547,82.01394172453149,1993,365,0.6547945205479452,0.3150684931506849,0.030136986301369864,0.0,0.0,0.0,119,80,41,0.07397260273972603,0.0,0.2684931506849315,0.473972602739726,0.030136986301369864,0.15342465753424658
9656,836,washington_skagit,53057.0,47.2729494687619,508,Chronic respiratory diseases,36.6383940505507,3531,63.6600880569633,1993,363,0.7520661157024794,0.1763085399449036,0.06887052341597796,0.0027548209366391185,0.0,0.0,161,82,24,0.0,0.0,0.0,1.0,0.0,0.0
9662,842,washington_yakima,53077.0,53.38287579816811,508,Chronic respiratory diseases,39.996662949415295,3551,74.1798214443788,1993,362,0.7569060773480663,0.2430939226519337,0.0,0.0,0.0,0.0,97,58,39,0.8093922651933702,0.0,0.0,0.0,0.0,0.19060773480662985
9669,849,west virginia_marshall,54051.0,59.2935352227629,508,Chronic respiratory diseases,41.1248488910266,3568,90.48740590831508,1993,365,0.3643835616438356,0.2273972602739726,0.3315068493150685,0.07671232876712329,0.0,0.0,200,145,81,0.0,0.0,0.0,1.0,0.0,0.0
9673,853,west virginia_tucker,54093.0,59.263093183279715,508,Chronic respiratory diseases,42.8161878693985,3587,89.25884640108579,1993,91,0.5494505494505495,0.4065934065934066,0.04395604395604396,0.0,0.0,0.0,121,87,48,0.0,0.0,0.0,0.0,1.0,0.0
9681,861,wisconsin_douglas,55031.0,47.851596520179605,508,Chronic respiratory diseases,36.0583752800125,3621,69.09804714961221,1993,62,0.9838709677419356,0.016129032258064516,0.0,0.0,0.0,0.0,51,33,20,0.0,0.0,0.0,0.0,0.0,1.0
9692,872,wisconsin_ozaukee,55089.0,34.2605957082255,508,Chronic respiratory diseases,23.7856770518087,3682,51.5641241329006,1993,212,0.8632075471698113,0.09433962264150944,0.0330188679245283,0.009433962264150943,0.0,0.0,164,67,37,0.0,0.0,1.0,0.0,0.0,0.0
9704,884,wyoming_albany,56001.0,64.69325504783289,508,Chronic respiratory diseases,48.7007235278599,3711,91.1280725994371,1993,76,0.8815789473684209,0.11842105263157895,0.0,0.0,0.0,0.0,70,52,21,0.0,0.0,0.0,0.0,0.27631578947368424,0.7236842105263158
9710,890,wyoming_sheridan,56033.0,67.942268918652,508,Chronic respiratory diseases,49.4967862761469,3696,98.3297631997245,1993,269,0.7843866171003717,0.21561338289962825,0.0,0.0,0.0,0.0,79,58,30,0.0,0.0,0.0,0.0,0.0,1.0
9711,891,wyoming_sublette,56035.0,65.46252193953879,508,Chronic respiratory diseases,50.63392530187549,3706,88.85240627363241,1993,92,1.0,0.0,0.0,0.0,0.0,0.0,26,16,10,0.0,0.0,0.0,0.0,1.0,0.0
9719,5,alabama_escambia,1053.0,51.019345893987705,508,Chronic respiratory diseases,35.362026138051206,638,79.8013997684145,1994,60,0.9833333333333332,0.016666666666666666,0.0,0.0,0.0,0.0,58,40,23,0.0,0.0,0.0,0.0,0.0,1.0
9720,6,alabama_etowah,1055.0,63.150480313328295,508,Chronic respiratory diseases,41.2040228663178,589,104.024658890497,1994,61,0.9672131147540984,0.032786885245901634,0.0,0.0,0.0,0.0,60,44,29,0.0,0.0,0.0,0.0,0.0,1.0
9723,9,alabama_houston,1069.0,55.2052616095339,508,Chronic respiratory diseases,38.617272000853795,636,86.47083431127302,1994,56,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0.0,72,44,22,0.0,0.0,0.0,0.0,0.0,1.0
9724,10,alabama_jackson,1071.0,60.158562828852396,508,Chronic respiratory diseases,35.5091113324132,577,101.06295691054899,1994,365,0.873972602739726,0.0904109589041096,0.030136986301369864,0.0054794520547945215,0.0,0.0,160,61,16,0.0,0.0,0.0,0.9232876712328768,0.0,0.07671232876712329
9730,16,alabama_montgomery,1101.0,54.1664359341444,508,Chronic respiratory diseases,41.651121786283,619,78.71901884334959,1994,363,0.8705234159779615,0.10743801652892562,0.01928374655647383,0.0027548209366391185,0.0,0.0,164,58,32,0.0,0.0,0.8732782369146006,0.0,0.0,0.12672176308539945
9732,18,alabama_pike,1109.0,52.751135337720896,508,Chronic respiratory diseases,32.7215213788466,625,91.7947193070957,1994,56,1.0,0.0,0.0,0.0,0.0,0.0,45,39,25,0.0,0.0,0.0,0.0,0.0,1.0
9736,22,alabama_talladega,1121.0,60.9318104512206,508,Chronic respiratory diseases,42.4815594608068,597,92.75943507235519,1994,59,0.9661016949152542,0.03389830508474576,0.0,0.0,0.0,0.0,57,41,27,0.0,0.0,0.0,0.0,0.0,1.0
9737,23,alabama_tuscaloosa,1125.0,54.4942080730689,508,Chronic respiratory diseases,35.57733668275979,598,86.8365735433365,1994,58,1.0,0.0,0.0,0.0,0.0,0.0,49,38,23,0.0,0.0,0.0,0.0,0.0,1.0
9738,24,alabama_walker,1127.0,76.63825157861041,508,Chronic respiratory diseases,46.954512014656295,591,131.776073534236,1994,57,1.0,0.0,0.0,0.0,0.0,0.0,43,35,21,0.0,0.0,0.0,0.0,0.0,1.0
9742,28,arizona_cochise,4003.0,51.6246703736541,508,Chronic respiratory diseases,37.051330283578295,681,71.4489682287461,1994,356,0.6320224719101124,0.35674157303370785,0.011235955056179777,0.0,0.0,0.0,108,74,46,0.0,0.0,0.9691011235955056,0.0,0.0,0.03089887640449438
9747,33,arizona_navajo,4017.0,49.748197062906,508,Chronic respiratory diseases,37.6160475006256,668,65.473757948665,1994,130,0.9846153846153848,0.015384615384615384,0.0,0.0,0.0,0.0,64,24,13,0.0,0.0,0.0,0.0,0.6846153846153846,0.3153846153846154
9750,36,arizona_yavapai,4025.0,58.014124429307,508,Chronic respiratory diseases,42.1824586621637,672,78.77307447991299,1994,61,0.9836065573770492,0.016393442622950817,0.0,0.0,0.0,0.0,51,33,18,0.0,0.0,0.0,0.0,0.0,1.0
9755,41,arkansas_crittenden,5035.0,59.96909134886349,508,Chronic respiratory diseases,42.1637748335583,716,90.5066464169153,1994,365,0.7506849315068493,0.19452054794520549,0.046575342465753435,0.00821917808219178,0.0,0.0,179,93,37,0.0,0.0,0.9917808219178084,0.0,0.0,0.00821917808219178
9756,42,arkansas_garland,5051.0,56.066567568261995,508,Chronic respiratory diseases,40.8763211322475,729,78.26389287025441,1994,55,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0.0,51,33,18,0.0,0.0,0.0,0.0,0.0,1.0
9758,44,arkansas_marion,5089.0,43.835338320600904,508,Chronic respiratory diseases,28.7200987954602,689,64.6796084957053,1994,57,1.0,0.0,0.0,0.0,0.0,0.0,35,31,16,0.0,0.0,0.0,0.0,0.0,1.0
9759,45,arkansas_miller,5091.0,57.1263024856259,508,Chronic respiratory diseases,38.4369928667422,752,89.41882616246491,1994,61,1.0,0.0,0.0,0.0,0.0,0.0,50,33,19,0.0,0.0,0.0,0.0,0.0,1.0
9762,48,arkansas_ouachita,5103.0,48.4780238843945,508,Chronic respiratory diseases,33.7448713089868,748,74.179876804806,1994,60,1.0,0.0,0.0,0.0,0.0,0.0,46,32,20,0.0,0.0,0.0,0.0,0.0,1.0
9773,59,california_butte,6007.0,64.3423013108401,508,Chronic respiratory diseases,50.64480729394,767,84.66461760042058,1994,365,0.6219178082191781,0.2575342465753425,0.11506849315068493,0.0054794520547945215,0.0,0.0,164,101,45,0.0684931506849315,0.27945205479452057,0.6219178082191781,0.0,0.0,0.030136986301369864
9774,60,california_calaveras,6009.0,53.191463253113,508,Chronic respiratory diseases,43.9719825111823,785,66.0911709304005,1994,248,0.41935483870967744,0.2298387096774193,0.21774193548387094,0.12903225806451613,0.004032258064516129,0.0,203,156,80,0.0,0.0,0.967741935483871,0.0,0.0,0.03225806451612903
9777,63,california_del norte,6015.0,73.4672912320442,508,Chronic respiratory diseases,58.4019911262656,759,94.3830874700161,1994,365,0.9945205479452056,0.0054794520547945215,0.0,0.0,0.0,0.0,71,41,31,0.0,0.0,0.9753424657534246,0.0,0.024657534246575345,0.0
9779,65,california_fresno,6019.0,51.9826091165806,508,Chronic respiratory diseases,40.269450152259004,798,70.9184690267802,1994,365,0.3643835616438356,0.3479452054794521,0.15342465753424658,0.1232876712328767,0.010958904109589041,0.0,206,161,64,0.0821917808219178,0.3150684931506849,0.5671232876712329,0.0,0.0,0.03561643835616438
9782,68,california_imperial,6025.0,54.8339193418069,508,Chronic respiratory diseases,37.6478550338846,815,75.9127715481667,1994,365,0.2136986301369863,0.4027397260273973,0.26301369863013696,0.1178082191780822,0.0027397260273972607,0.0,212,154,87,0.0273972602739726,0.0136986301369863,0.8931506849315068,0.0,0.0,0.06575342465753424
9788,74,california_madera,6039.0,50.6581646503771,508,Chronic respiratory diseases,36.6474832880132,795,70.8011295464806,1994,359,0.6713091922005571,0.2646239554317549,0.061281337047353765,0.0027855153203342623,0.0,0.0,151,90,44,0.0,0.0,0.9359331476323121,0.0,0.0,0.06406685236768803
9789,75,california_marin,6041.0,42.5396809688053,508,Chronic respiratory diseases,37.744282369025605,787,51.4178209271048,1994,365,0.926027397260274,0.07397260273972603,0.0,0.0,0.0,0.0,84,47,31,0.0,0.6109589041095891,0.24383561643835616,0.0,0.12876712328767126,0.01643835616438356
9792,78,california_merced,6047.0,55.8467134581283,508,Chronic respiratory diseases,43.5368725562455,797,75.13783141398109,1994,364,0.5274725274725275,0.228021978021978,0.1813186813186813,0.06043956043956044,0.0027472527472527475,0.0,202,136,49,0.0,0.20604395604395606,0.7527472527472527,0.0,0.0,0.041208791208791215
9795,81,california_monterey,6053.0,45.3487098787789,508,Chronic respiratory diseases,38.1492715621266,803,57.1990327426671,1994,365,0.9616438356164384,0.0273972602739726,0.00821917808219178,0.0027397260273972607,0.0,0.0,166,45,35,0.0,0.11506849315068493,0.8794520547945206,0.0,0.0,0.0054794520547945215
9799,85,california_placer,6061.0,57.0648119539063,508,Chronic respiratory diseases,48.979568664965,775,70.5115029181062,1994,365,0.5013698630136987,0.2684931506849315,0.16164383561643836,0.052054794520547946,0.01643835616438356,0.0,213,140,50,0.01643835616438356,0.2876712328767123,0.6849315068493149,0.0,0.0,0.010958904109589041
9809,95,california_san mateo,6081.0,43.2618718335131,508,Chronic respiratory diseases,34.9511405427387,796,57.2553682634597,1994,365,0.8849315068493151,0.11232876712328768,0.0027397260273972607,0.0,0.0,0.0,102,55,33,0.019178082191780826,0.6575342465753424,0.3013698630136986,0.0,0.0,0.021917808219178082
9815,101,california_solano,6095.0,57.0217346744146,508,Chronic respiratory diseases,45.7666226080361,789,74.9298560805669,1994,365,0.8794520547945206,0.10684931506849316,0.0136986301369863,0.0,0.0,0.0,140,54,36,0.10136986301369864,0.2328767123287671,0.6493150684931507,0.0027397260273972607,0.0,0.0136986301369863
9820,106,california_tulare,6107.0,58.9469079825758,508,Chronic respiratory diseases,43.7191972126927,804,82.0203620479873,1994,365,0.3397260273972603,0.2821917808219178,0.16164383561643836,0.16986301369863013,0.046575342465753435,0.0,215,185,67,0.0,0.18904109589041096,0.7698630136986301,0.0,0.019178082191780826,0.021917808219178082
9824,110,colorado_adams,8001.0,59.7682977423661,508,Chronic respiratory diseases,43.9547024092581,831,87.8294369719549,1994,365,0.336986301369863,0.6246575342465753,0.03835616438356165,0.0,0.0,0.0,122,87,57,0.01643835616438356,0.4054794520547945,0.3616438356164384,0.14520547945205478,0.0,0.07123287671232878
9830,116,colorado_denver,8031.0,59.7682977423661,508,Chronic respiratory diseases,43.9547024092581,837,87.8294369719549,1994,365,0.28493150684931506,0.6301369863013698,0.08493150684931508,0.0,0.0,0.0,123,98,62,0.05753424657534247,0.5835616438356165,0.0958904109589041,0.2602739726027397,0.0,0.0027397260273972607
9832,118,colorado_eagle,8037.0,37.263115689052796,508,Chronic respiratory diseases,25.040578821303,834,52.5036404271152,1994,130,1.0,0.0,0.0,0.0,0.0,0.0,40,28,14,0.0,0.0,0.0,0.0,0.0,1.0
9834,120,colorado_fremont,8043.0,76.83187952453879,508,Chronic respiratory diseases,52.838287473086794,853,112.88788588930599,1994,332,0.9789156626506024,0.021084337349397592,0.0,0.0,0.0,0.0,62,35,17,0.0,0.0,0.0,0.0,0.0,1.0
9837,123,colorado_jackson,8057.0,56.7897894495102,508,Chronic respiratory diseases,37.8931969495249,818,75.7470910497968,1994,36,1.0,0.0,0.0,0.0,0.0,0.0,40,26,8,0.0,0.0,0.0,0.0,1.0,0.0
9839,125,colorado_la plata,8067.0,54.72080408393301,508,Chronic respiratory diseases,38.99950464590229,876,80.7146096160694,1994,365,0.6684931506849315,0.326027397260274,0.0054794520547945215,0.0,0.0,0.0,122,77,46,0.0,0.0054794520547945215,0.9945205479452056,0.0,0.0,0.0
9846,132,colorado_routt,8107.0,55.431321315846006,508,Chronic respiratory diseases,45.25148798602961,821,72.2988151052255,1994,356,0.8539325842696629,0.14325842696629212,0.002808988764044944,0.0,0.0,0.0,121,57,22,0.0,0.0,0.0,0.0,0.02247191011235955,0.9775280898876404
9847,133,colorado_san juan,8111.0,48.3761034350336,508,Chronic respiratory diseases,32.4893000353076,867,85.8306140100409,1994,96,1.0,0.0,0.0,0.0,0.0,0.0,35,22,12,0.0,0.0,0.0,0.0,1.0,0.0
9849,135,colorado_summit,8117.0,24.482195281293997,508,Chronic respiratory diseases,16.939312537067,833,32.8372426900886,1994,52,0.8653846153846154,0.1346153846153846,0.0,0.0,0.0,0.0,86,54,21,0.0,0.0,0.0,0.0,0.0,1.0
9852,138,connecticut_fairfield,9001.0,37.8666304351702,508,Chronic respiratory diseases,32.1942610734234,885,48.89391887823171,1994,365,0.4794520547945205,0.35342465753424657,0.1178082191780822,0.03835616438356165,0.010958904109589041,0.0,225,112,51,0.0410958904109589,0.336986301369863,0.3753424657534247,0.2410958904109589,0.0,0.0054794520547945215
9867,153,florida_citrus,12017.0,47.4976271619915,508,Chronic respiratory diseases,37.700178814791606,930,59.8442353060384,1994,105,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,93,63,38,0.0,0.0,0.0,0.0,1.0,0.0
9869,155,florida_escambia,12033.0,55.3212973785936,508,Chronic respiratory diseases,42.935390850185705,911,76.2892967602889,1994,365,0.5808219178082191,0.22465753424657534,0.15616438356164386,0.03835616438356165,0.0,0.0,200,122,45,0.0,0.0,0.6958904109589041,0.2958904109589041,0.0,0.00821917808219178
9873,159,florida_lee,12071.0,38.5478493552045,508,Chronic respiratory diseases,30.9186532449061,954,48.684372853089506,1994,364,0.8928571428571429,0.08516483516483518,0.02197802197802198,0.0,0.0,0.0,150,51,33,0.0,0.0,1.0,0.0,0.0,0.0
9874,160,florida_manatee,12081.0,42.6716540123015,508,Chronic respiratory diseases,33.6346636576302,944,55.2734350149545,1994,361,0.8614958448753463,0.11357340720221605,0.024930747922437674,0.0,0.0,0.0,143,61,34,0.0,0.0,0.9750692520775625,0.0,0.0,0.024930747922437674
9878,164,florida_orange,12095.0,54.0225344254545,508,Chronic respiratory diseases,41.032376600215,933,75.8742851328292,1994,365,0.8356164383561644,0.13424657534246576,0.021917808219178082,0.00821917808219178,0.0,0.0,161,67,36,0.0904109589041096,0.10410958904109588,0.7643835616438356,0.021917808219178082,0.0,0.019178082191780826
9882,168,florida_pinellas,12103.0,44.524303798180114,508,Chronic respiratory diseases,34.862739154273,939,59.5915076349781,1994,365,0.536986301369863,0.2493150684931507,0.2027397260273973,0.010958904109589041,0.0,0.0,182,120,47,0.03835616438356165,0.0410958904109589,0.4136986301369863,0.4931506849315068,0.0,0.0136986301369863
9883,169,florida_polk,12105.0,49.3135212963978,508,Chronic respiratory diseases,37.142980839242796,937,66.7519760791788,1994,365,0.7726027397260274,0.1808219178082192,0.046575342465753435,0.0,0.0,0.0,143,80,38,0.0,0.0,0.6273972602739726,0.3726027397260274,0.0,0.0
9888,174,georgia_bartow,13015.0,62.52994716149721,508,Chronic respiratory diseases,45.03571661704571,982,96.3135651452448,1994,351,0.9287749287749288,0.06267806267806267,0.008547008547008548,0.0,0.0,0.0,114,41,10,0.0,0.0,0.0,1.0,0.0,0.0
9889,175,georgia_bibb,13021.0,55.897050123855294,508,Chronic respiratory diseases,41.3035539678668,1037,85.7976222429052,1994,340,0.95,0.047058823529411764,0.0029411764705882357,0.0,0.0,0.0,110,34,7,0.0,0.0,0.0,1.0,0.0,0.0
9897,183,georgia_fannin,13111.0,54.9575198009082,508,Chronic respiratory diseases,39.2081783382518,967,78.9891741599709,1994,361,0.6398891966759003,0.24930747922437674,0.08587257617728533,0.024930747922437674,0.0,0.0,200,102,43,0.0,0.0,0.5872576177285319,0.41274238227146814,0.0,0.0
9900,186,georgia_muscogee,13215.0,60.7663861527191,508,Chronic respiratory diseases,43.1597151548521,1050,97.29703196351231,1994,300,0.8033333333333333,0.16666666666666666,0.02666666666666667,0.0033333333333333327,0.0,0.0,161,67,39,0.0,0.0,0.89,0.11,0.0,0.0
9902,188,georgia_richmond,13245.0,58.2004547966389,508,Chronic respiratory diseases,41.727738610862495,1015,88.78237660039171,1994,360,0.6944444444444444,0.20555555555555555,0.08888888888888889,0.011111111111111113,0.0,0.0,172,101,42,0.0,0.0,0.6944444444444444,0.3055555555555556,0.0,0.0
9903,189,georgia_rockdale,13247.0,51.50816293149139,508,Chronic respiratory diseases,38.2580150545757,1005,75.717531471498,1994,297,0.6767676767676768,0.21885521885521889,0.07407407407407407,0.02356902356902357,0.006734006734006735,0.0,205,101,43,0.0,0.11447811447811447,0.8855218855218855,0.0,0.0,0.0
9906,192,georgia_washington,13303.0,53.4805894962335,508,Chronic respiratory diseases,29.9208392084788,1026,101.545858661878,1994,52,0.8461538461538461,0.15384615384615385,0.0,0.0,0.0,0.0,63,53,24,0.0,0.0,0.0,0.0,0.0,1.0
9908,194,hawaii_honolulu,15003.0,30.932482992188202,508,Chronic respiratory diseases,22.904961461861898,1120,40.886791872152,1994,365,0.9726027397260274,0.0273972602739726,0.0,0.0,0.0,0.0,80,41,29,0.0547945205479452,0.00821917808219178,0.8164383561643835,0.03561643835616438,0.0,0.08493150684931508
9909,195,hawaii_kauai,15007.0,33.4447341878277,508,Chronic respiratory diseases,24.8883472546634,1119,42.38463933293461,1994,45,1.0,0.0,0.0,0.0,0.0,0.0,30,24,19,0.0,0.0,0.0,0.0,0.0,1.0
9912,198,idaho_bannock,16005.0,55.4445829409134,508,Chronic respiratory diseases,37.23405920563,1160,83.24790188076341,1994,244,0.8032786885245902,0.18442622950819676,0.012295081967213116,0.0,0.0,0.0,110,63,33,0.0,0.09016393442622953,0.004098360655737704,0.10655737704918032,0.0,0.7991803278688525
9914,200,idaho_bonneville,16019.0,55.67831618635321,508,Chronic respiratory diseases,38.0701152612742,1153,83.30975466918541,1994,10,1.0,0.0,0.0,0.0,0.0,0.0,36,36,21,0.0,0.0,0.0,0.0,0.0,1.0
9923,209,idaho_nez perce,16069.0,60.6244488786403,508,Chronic respiratory diseases,47.00561735405699,1131,81.53971836931,1994,70,0.8285714285714286,0.17142857142857146,0.0,0.0,0.0,0.0,67,55,28,0.11428571428571427,0.0,0.0,0.0,0.0,0.8857142857142857
9930,216,illinois_effingham,17049.0,46.316211558412284,508,Chronic respiratory diseases,29.2012760417302,1223,74.9825902927265,1994,225,0.64,0.2311111111111111,0.12,0.008888888888888889,0.0,0.0,151,105,45,0.0,0.0,1.0,0.0,0.0,0.0
